0 0.455653 0.0479609 0.00396438
1 0.455653 0.0441534 0.00403354
2 0.466858 0.0442018 0.00403165
3 0.535961 0.0461297 0.0042951
4 0.535961 0.0464901 0.0041075
5 0.535961 0.0473946 0.00428822
6 0.577124 0.0472017 0.00429433
7 0.577124 0.0494002 0.00446999
8 0.577124 0.0488954 0.00435843
9 0.577124 0.0502682 0.00460684
10 0.626261 0.0516675 0.004911
11 0.626261 0.0508997 0.00486386
12 0.626261 0.0506441 0.00451364
13 0.626261 0.0533835 0.00481289
14 0.626261 0.0549363 0.00508314
15 0.626261 0.0546665 0.00511105
16 0.626261 0.0563457 0.00532565
17 0.626261 0.0548475 0.00505818
18 0.673764 0.0565283 0.0055101
19 0.673764 0.0561739 0.00531365
20 0.673764 0.0588035 0.00586848
21 0.82358 0.0579189 0.00590886
22 0.82358 0.0590336 0.00569362
23 0.82358 0.0583135 0.00551486
24 0.82358 0.0617379 0.00624881
25 0.82358 0.0614111 0.00610655
26 0.82358 0.0626983 0.00626856
27 1.24419 0.0628993 0.00723365
27 0.702289 0.0594995 0.0061061
28 0.702289 0.0612626 0.00643187
29 0.702289 0.0619673 0.00627103
30 0.702289 0.0646257 0.00695803
31 0.702289 0.0629846 0.00646471
32 0.759731 0.0654639 0.00695784
33 0.759731 0.0618246 0.00632567
34 0.759731 0.0671023 0.00742526
35 0.759731 0.066891 0.00752036
36 1.26987 0.0666671 0.00718238
36 1.09409 0.0654619 0.00717412
36 0.840348 0.0676968 0.00745218
37 0.840348 0.0689969 0.00756512
38 0.840348 0.0663115 0.00715286
39 0.910551 0.0692457 0.00796517
40 1.08334 0.0716807 0.00888741
40 1.05756 0.0691982 0.00860261
40 0.755851 0.068319 0.0074947
41 0.95635 0.0713875 0.00879326
42 0.95635 0.0709186 0.00842645
43 0.975902 0.0718881 0.00873403
44 0.975902 0.0738977 0.00938077
45 0.975902 0.0732174 0.00856145
46 0.975902 0.0734396 0.00860938
47 0.975902 0.0736703 0.00908867
48 1.10582 0.0733236 0.0093847
48 0.903197 0.0758129 0.00997542
49 1.55034 0.0801779 0.0114039
49 0.89007 0.0754165 0.00963612
50 0.89007 0.0781046 0.00973006
51 1.07711 0.0775684 0.00990411
51 0.869187 0.0764547 0.00899932
52 0.939905 0.0775503 0.00928097
53 1.1467 0.0791027 0.00957476
53 1.46191 0.0738471 0.00938114
54 1.46191 0.0782399 0.0095945
55 1.46191 0.0792919 0.0116865
56 1.46191 0.0784604 0.0104105
57 1.46191 0.0764126 0.00889004
58 1.46191 0.0787981 0.00974129
59 1.46191 0.0815812 0.0107208
60 1.46191 0.0840458 0.0120862
61 1.46191 0.0848082 0.0116886
62 1.46191 0.0843015 0.0115099
63 1.46191 0.0870394 0.0124804
64 1.46191 0.0831438 0.0117154
65 1.60547 0.0863933 0.0112573
66 1.64297 0.0859453 0.0122851
67 1.64297 0.0894284 0.012782
68 1.64297 0.0887643 0.0147028
69 1.71673 0.0917303 0.0151389
70 1.71673 0.0907026 0.0144346
71 1.71673 0.0889547 0.0138672
72 1.79881 0.089267 0.014295
73 1.79881 0.0940421 0.0153085
74 1.79881 0.0935088 0.0157132
75 1.87804 0.0927668 0.0193372
76 1.87804 0.0952928 0.0184517
77 1.87804 0.0989042 0.0198981
78 1.87804 0.0957356 0.0178473
79 1.9181 0.0975837 0.0201875
80 1.9181 0.098411 0.0223297
81 1.93797 0.0998887 0.0263254
82 1.93797 0.102861 0.0282337
83 1.93797 0.0991643 0.025113
84 1.99027 0.103829 0.0295486
85 1.99027 0.110339 0.0391831
86 1.99027 0.110514 0.035747
87 1.99027 0.114986 0.0395207
88 1.99068 0.114474 0.0401982
89 2.05646 0.118925 0.0442944
90 2.05646 0.116804 0.0446072
91 2.49868 0.11982 0.0508733
92 2.49868 0.127179 0.0586744
93 2.49868 0.128243 0.0593839
94 2.49868 0.126426 0.0561443
95 2.49868 0.128438 0.0584839
96 2.49868 0.133637 0.0642658
97 2.49868 0.137668 0.0733368
98 2.49868 0.131026 0.0634221
99 2.49868 0.132039 0.0661163
